call_id,caller_id,agent_id,start_ts,duration_sec,topic,resolved
CALL_0033,4ba4123a305bf4bbabbfa84788500cde62557db120353756a788d649ca218733,A,2025-09-07T08:04:51.470748,1287,returns,0
CALL_0034,4f602218448d5468ca87a961bc79c2658500d13130ab4a95e52f992573edbff8,A,2025-09-12T01:15:51.470748,593,returns,1
CALL_0035,076542930750fc20487dd99afa2c490a83e44ec26f0f45f6801ced246e7510da,B,2025-09-01T08:20:51.470748,1166,other,0
CALL_0036,66119aad71fd8daac65de4b4697b8f39cd6ca45f1bb5af7fa47b7f2a1572ef71,C,2025-09-03T06:58:51.470748,31,tech_support,1
CALL_0037,9c44084470cc650bfc6ffcc691dec568456fa62799597b7a2718c30aa255ecbe,E,2025-09-11T13:05:51.470748,1278,billing,0
CALL_0038,4f5ed691f90659948aa96112aa587e4546f6bd7577657b2bb0ec53da6e833549,E,2025-09-11T12:01:51.470748,1763,returns,0
CALL_0039,140faad69f961a975078d25fb9ea653b198d6346b1c16f7db651f02046ccc315,C,2025-08-24T12:50:51.470748,796,other,1
CALL_0040,b1eb25e6a7756170b72c72548d51200c4bee097c1b0ecde05a4f58ac8c4dc55d,C,2025-08-26T04:49:51.470748,173,billing,1
CALL_0041,196e5b8a3702dc2d977ad2e28e838377e723c46abd75e24c50e7cb4990a86820,D,2025-08-30T01:48:51.470748,1379,other,1
CALL_0042,bbc854222550dea6cf0b2dfcea8cd37af8d3dc78c8a4aa5ad9a5cb51c2685881,C,2025-08-20T06:28:51.470748,1399,orders,1
CALL_0043,5fd53cdd3dafad89fb4281bb3a5c7899597003b6576393d33c6f84e9dca65493,D,2025-08-21T18:02:51.470748,958,tech_support,1
CALL_0044,edf1b69455740c99426cc809a8f2ce47b12eb28dd6a4d650ad3f6960271c2b4c,D,2025-08-21T08:42:51.470748,502,tech_support,1
CALL_0045,5ad18e19b353681bce5a42e27f81b1c24f06087d9814633c56d28818d6605d7c,B,2025-09-05T18:28:51.470748,292,returns,1
CALL_0046,da507a5c1590116df38580e47f3e468cc940c4c2640589305ae0e26c6e14a1d7,B,2025-09-02T05:21:51.470748,1046,returns,1
CALL_0047,504f9b517201f8bdf48d17ee57c7a8ee6ee3b0d7a07325c004dd9e66f4e28a8c,A,2025-09-11T05:53:51.470748,283,returns,1
CALL_0048,35196b2516198323e7384acd077da045ecf51a78f1a74b1a080201dfeb2ff0f4,E,2025-09-05T10:57:51.470748,1044,billing,0
CALL_0049,41be643df46c7dbd7c11f6a62d2d479a25983367d0a007242b3931cf58c74076,C,2025-08-18T20:21:51.470748,181,billing,1
CALL_0050,f64b54ac24a3ac9120e6e3644e808b87e8a9e762dc97eef98c53c74194e5a4e4,D,2025-08-24T15:56:51.470748,1678,returns,1
CALL_0051,c824e177e98875151c9df45895d2c7c0bde7d044479fcb9bb9922870851e6e09,C,2025-08-17T11:59:51.470748,1526,orders,1
CALL_0052,21ad12201830720c72fe0cb27b7a4bf2dcaff8d831a06f66ed7c36135fbbfd80,B,2025-08-24T00:51:51.470748,851,orders,1
CALL_0053,b93d3d1299ee4f30c3c32655d1a982d427aa9438d1b8bc3d09c776e4461cd644,E,2025-09-04T14:45:51.470748,190,returns,1
CALL_0054,3dccb31272da6ca782ff6bdc3c19e083b39b84fc62cb6d09f2138e0295cb9340,E,2025-08-30T12:17:51.470748,1557,orders,1
CALL_0055,f78f95763568b278e7c2c778c28245f38824234936cd239133f5cc021516010a,D,2025-09-13T19:56:51.470748,499,other,1
CALL_0056,b25862e6b4e097ef543c0d67ca577ed42fdc1302f9bd2f21863c1e592cd0d7c0,C,2025-09-06T01:48:51.470748,255,other,1
CALL_0057,a797cf7ba0a660afa732e6b1e911c6d56bb887026753212f321264ae4e32451c,A,2025-09-12T08:32:51.470748,989,billing,0
CALL_0058,dc4fa9fd34df53a641014bff4bd30737dbdfb8ac6ff3e4098e19f0fc2ad25dd6,C,2025-09-10T16:52:51.470748,1245,billing,0
CALL_0059,f85d4c41ab911c4b45ae44cb2c69376e6bc2adfcd9197e4b8bc37a6c5bff3a22,D,2025-08-28T15:11:51.470748,506,other,1
CALL_0060,16eeb46b64415c6a709fb3a586a4174d156cc2b7a8b26cf8c93c500e620a50b8,C,2025-09-07T09:17:51.470748,1798,other,1
CALL_0061,ab1888d28d255bade16c09bd4cb00fd696dba381077d2467b2844425c9bfcbc8,E,2025-08-16T05:01:51.470748,1022,returns,0
CALL_0062,789c14b42f5974fd0ebb9b320a69dceaeaa2f3fb573901da8741c8e51ef0c190,A,2025-08-29T11:00:51.470748,157,tech_support,1
CALL_0063,473d6473157a9d5b469fb545a5ab258324755b3637db5a05120e319c6b470777,B,2025-09-11T06:12:51.470748,715,tech_support,1
CALL_0064,dcbf07e0282c59236005b4eb2eaa5c45da67080c8f4082923bb6933948e42918,B,2025-08-27T05:00:51.470748,519,tech_support,1
CALL_0065,25335c798a25391da4d986e963419eea4644860026a242ace50ac5cf5d511957,A,2025-09-12T17:30:51.470748,275,other,1
CALL_0066,0db58982846f3eb121a5224b47a93ac54c6ec137b2b56f390a4a85f94ae989af,B,2025-09-11T15:16:51.470748,950,other,0
CALL_0067,4f93c13a54586aef99c84f46ca9fa1afcb536c3c5c8d2d3122451ab1a30a19ff,A,2025-08-19T01:02:51.470748,49,billing,1
CALL_0068,319bcdfec0ee0338e5e160838c4eb5ff256e02f87644053be896ed5ceeeea146,D,2025-08-31T06:28:51.470748,500,returns,1
CALL_0069,84a5189d4577368e8cc23e12c3bad058fb8e19511f0a5227318143a4d5120988,B,2025-08-23T08:08:51.470748,883,orders,1
CALL_0070,ae32512f675e9c718eb986b8eb25b84f223ec2bf64e29eb8eedfdf7dcf4aa825,B,2025-08-31T11:19:51.470748,343,tech_support,0
CALL_0071,ee4048af98103f2fc0fb0742eead10ecb16569c12d03691c732e9bf51c1332dd,B,2025-09-05T09:11:51.470748,1032,returns,1
CALL_0072,338fae2132823286f7b2b2a121604a399a26a6e79e58a17516d620dac453bf46,E,2025-08-17T20:13:51.470748,1673,other,1
CALL_0073,3c8534c8b36653bae163b5e4a6a671a2c9f2ffecf00df19dd889f54d17de883f,E,2025-09-07T00:15:51.470748,76,orders,1
CALL_0074,9be1aa449b48d8963ca16ff1b67c87136853d24d82fc2e8b6dca3bbcf7a3f15a,D,2025-09-12T04:49:51.470748,298,tech_support,1
CALL_0075,779523bb620aad86479273e78b428c01d78f70c0e121113d3edf1bc610606411,C,2025-08-30T09:38:51.470748,149,orders,1
CALL_0076,9fbf642dea0f23119cbe481d4e4a61794f00129619177cebe79f96c274f6521d,B,2025-09-02T17:47:51.470748,770,tech_support,1
CALL_0077,24e07a5b3e06b08be530c6c6b567390f5bf86653c731b112bdb0e891117c5502,A,2025-09-08T19:41:51.470748,1042,billing,0
CALL_0078,fe57a8078e3c5ffdfa676b90f1a0878d36f4b9e7839d6f1ea34e229337db81ab,B,2025-08-21T03:27:51.470748,1171,billing,1
CALL_0079,59f4ed449282fc5e37381c797c6ec051f726bc77729675578a3491c71136be5f,A,2025-08-18T01:05:51.470748,1242,other,1
CALL_0080,a6ec85480b79f765a84d90cd49f1e6ec2dee0bb1a9c4aa15a9c38ead3675e112,C,2025-08-29T06:53:51.470748,183,orders,1
CALL_0081,bf8280b09a66cf09273e58760c438136ee788df27be91ee75c6c1238474d25f2,A,2025-09-04T02:54:51.470748,1273,other,0
CALL_0082,e6b310a1266577a7bde64745b8eb0f822d11b1e9b0259b807271fd978579796d,D,2025-09-04T22:46:51.470748,1257,tech_support,1
CALL_0083,ad84ea21f14b80a3f5e0daff2a5a86808c74b9b70d105ae5c0a5a2ccc73ee8d0,D,2025-09-10T13:42:51.470748,52,tech_support,1
CALL_0084,e005566ad37474a47977ded3a1338a8b5159af22d11228f82e326c5df6267c04,D,2025-08-17T16:51:51.470748,1233,tech_support,1
CALL_0085,e83a03c886128685fbd75122d6d89c3e7901595e797fa210e00cd81c192dcb8b,A,2025-09-13T20:57:51.470748,1378,other,0
CALL_0086,05b053f2a68ac71ddf4dcc55631332867b508609bc76ab9c0909931e95bc7d3a,B,2025-09-04T23:30:51.470748,925,orders,1
CALL_0087,2953702558282d7b3025a2f3337f5c3ada508a11e3803ae07fd4e47c9998395a,B,2025-08-24T00:20:51.470748,409,billing,1
CALL_0088,fe61b25257638889e98b1bf50c9f1538cd7f6b9ecdff690a0243af4e56245bc0,E,2025-09-09T09:08:51.470748,1480,other,1
CALL_0089,5a718fcc04ff41eb0cb283a07c3e8f6ac7c1e5cf5f066f2bef7b77a852a3d9c2,A,2025-08-18T10:35:51.470748,1096,returns,0
CALL_0090,0cad21b90be216a61f0a51ae7d8b3944522e4529f652474098c1235a501581c2,B,2025-09-06T22:38:51.470748,528,tech_support,1
CALL_0091,0c20d3a04811bdb5a63dfcd4d46cd8529fd453419dd43688169d3bbea967b237,B,2025-09-02T07:53:51.470748,634,tech_support,1
CALL_0092,0acb1e4bba4c81ba1bf50555704d4b7f94a28588d3c707f2565768e4f5555857,B,2025-09-13T14:18:51.470748,1249,tech_support,1
CALL_0093,044e73ed99eb2bb895ad6d5084663479429efbc19a94dc533a89ace27aabfe73,C,2025-08-16T00:14:51.470748,1429,returns,1
CALL_0094,50e0df227020065f0f323e7f13ba53dbf5fb3626a0c4c6eaf299b7c8eda23300,A,2025-09-11T15:18:51.470748,486,orders,1
CALL_0095,a8f79c18a712013fc8889bb62296fabcbdb1b82f0bee58eddf1bae3bd39b5bf7,C,2025-08-29T22:25:51.470748,1601,tech_support,0
CALL_0096,742a9006a39d72ed4d8045f402965a695253fca5eb9d550882eedd678c3eab23,E,2025-09-09T20:50:51.470748,1748,other,1
CALL_0097,5fde0bef22106635310f24b9624b68ded9f96f4118ec0cf7a6d88914e3a8eac0,A,2025-08-25T17:19:51.470748,625,billing,1
CALL_0098,0e27881bf9a81a49b7724478b2aae541b7bd148eeffd606ffc21df97e4f78cd4,E,2025-08-16T05:00:51.470748,1072,billing,0
CALL_0099,22946136c7bc7829a20f6b1fe44e2696fedaf6c172d95dd10c3cf7a21b57a5ae,A,2025-09-01T17:08:51.470748,105,billing,1
CALL_0100,0c8096cbd3d1475d3739a9747be2b75bc5e32a246901f307d22000a462208573,D,2025-08-19T12:48:51.470748,173,other,1
CALL_0101,8dae5ac38fd23c7a476e7f09134e1680689d0e4057967dcf21d46340f0b20b7e,C,2025-09-10T14:21:51.470748,1078,returns,1
CALL_0102,33107f2113084c053a083bbf0af2a7e92a9909e938481fe095d7cab4ddd636f4,E,2025-08-16T12:49:51.470748,598,other,1
CALL_0103,47da7bbcfe2c6eeb7f94dfc220410a36bf422de73d8b6d5809486934b6b8fcf3,B,2025-08-30T18:51:51.470748,964,tech_support,1
CALL_0104,1b0d1b0b911c744c2caa29ef34743084c98417e9501d06016f6aa55173eea0d8,E,2025-09-10T11:40:51.470748,687,returns,1
CALL_0105,e9d16e7abc9e24aac91f18874192e8f9f1afd3ba1393f98a75121de3e7930b5b,B,2025-08-27T18:19:51.470748,521,billing,1
CALL_0106,0364f8bdeddc0e4c755779736a0787d639f72cf899ddce7af2adefe2dc4ad38e,E,2025-09-11T20:43:51.470748,1446,tech_support,1
CALL_0107,af404b5bb759830e44a4b8f7d0a572ddfba2135ba08fa2b2b1426eb5b5bd65b3,E,2025-08-31T09:18:51.470748,1218,orders,1
CALL_0108,6af58a891d23440451d690c9ce9b61d24c7792512061a2ed1cac5ec1798250d6,A,2025-08-28T01:11:51.470748,529,billing,1
CALL_0109,a169ab9f4a9cf11d3f44d8989e04e0ed80af2cd05b46652cd8d70b4e145fe6e7,E,2025-09-02T14:13:51.470748,1123,returns,0
CALL_0110,689a4c638d28b4bc9db3b9ab96e11e650074624a23b115c011e8041a4f6d06be,D,2025-09-11T03:51:51.470748,196,orders,1
CALL_0111,776ed65a16c9067a095c9fdf02051054bf77801e1843f7ed933bad3021d524e3,B,2025-09-04T07:00:51.470748,68,orders,1
CALL_0112,b659ce4f7b755e0165dd0bee4623d231daa959d0a4af96f619fe9b8347d7b340,E,2025-08-30T11:15:51.470748,1273,tech_support,1
CALL_0113,f2979c13db8e917167b3edc50cff6fff771b2346afab756e1aeeae854e7da458,E,2025-09-02T09:52:51.470748,1414,billing,1
CALL_0114,b62ec4ab83b5e1934058fd35a6b3407abdd71a77fe1996ae4b908954dfb87e9e,A,2025-09-08T07:44:51.470748,1561,billing,0
CALL_0115,a499f10a248e423e233439a3036751ec3c771dd8938ef56f2b6a65784be026aa,E,2025-08-17T04:27:51.470748,1609,other,1
CALL_0116,e6b06e32f9ec7957c2c9f1974da7c81922ce1493f0b0e27780b3573c1adc0212,E,2025-08-30T00:01:51.470748,915,other,1
CALL_0117,b19acad09328b83d32adb035ea681e3ead65356624f4fc3bc723b0efb51b19ff,D,2025-09-02T15:48:51.470748,1712,returns,0
CALL_0118,0334bd9fc4dd46c8ee41fb5079be4ce8836c232ed457709abb7ca824fdb7b9dd,A,2025-09-11T09:35:51.470748,1196,billing,1
CALL_0119,7ecb0c9b13b9548979b490c158f08a48b78dd87bcfb5a7b019d1a97a18d173aa,C,2025-08-28T23:29:51.470748,500,billing,1
CALL_0120,16138b672f98b8dcf85d1fcb8f7fce70353ee61161d2ac577511d0c56a7dfabe,D,2025-09-08T10:03:51.470748,765,returns,1
CALL_0121,0ccb3f8afaf2a0901172161b982643a7b16bc62a9350955b77ffd127f58acc8b,D,2025-09-05T08:25:51.470748,1175,returns,1
CALL_0122,1a5c80a47ece16db274806efe839b08d73a36ebe9032e9218aa7196c65139d86,B,2025-09-12T16:13:51.470748,1231,returns,0
CALL_0123,a3c60334794e38b54912e11e1d06ab9b1cf2b4299cf9a15fbe849e13d1ca91f9,D,2025-08-29T17:21:51.470748,531,billing,1
CALL_0124,ed9edf26e1293dde21fbac75952672da15240d6cc5d183dabf1438f0fc24b559,E,2025-09-09T09:49:51.470748,781,other,1
CALL_0125,b065cddf8cca0a4e05f1b84bdcb8f8043b4648cdbfed903b5fb32c75b6d01feb,C,2025-08-19T16:35:51.470748,912,other,1
CALL_0126,7a20a23260cd7a883c9f93a41d100b6d0b19cbb4abff4d70ff5fcbd00ee5055e,B,2025-08-29T02:17:51.470748,827,tech_support,1
CALL_0127,5c3f25e6e677ae747b218b5bbaaaac1fa7a00ceb4f9ebb227df71f92a22da33c,A,2025-09-03T23:14:51.470748,175,billing,1
CALL_0128,b59b7524722a462d426ff28f8f078b290be76cd6949366fc59f25a260000f68d,E,2025-09-01T06:35:51.470748,92,billing,1
CALL_0129,56f31fae1c233e513beadadb7e3ea504ba3f1235e69cc376a65dbe809a5f423a,C,2025-08-20T13:00:51.470748,718,other,1
CALL_0130,bc05b3569587dfff6231255fd68e0d83e2e55cb6d786610ed641a494272c532d,B,2025-08-22T21:46:51.470748,1152,billing,0
CALL_0131,c919f2c4ff689aa811c7883848f972aa83c5ee2e9a9c64cd1ae4897394129d1e,D,2025-08-28T11:46:51.470748,738,other,1
CALL_0132,2b545892c22ec1ef2004beb5ec2351be41ba22303b4b8f7e657388f719c98d13,C,2025-09-01T02:16:51.470748,1026,other,1
CALL_0133,6a6a82faf331512d439d35e8d2e4a4c57165fadb041e1497fe4e6b3c8ed2e637,C,2025-08-25T01:38:51.470748,1138,billing,0
CALL_0134,0559a9c89d32c5cfd1b4f8ecbbab88d2980b55f3f3d07b00b564aba132e37989,E,2025-08-27T14:22:51.470748,1499,billing,1
CALL_0135,fc4c04e4f166d0d1ec81d3f1197603e40b4551dad039908c85513726d919cf9e,B,2025-09-09T20:29:51.470748,124,tech_support,1
CALL_0136,8d42e74c974fe02497a4d0ab69d801ff5d7cad6f8c7d05ff3e3be2ef43d6571e,C,2025-09-04T13:00:51.470748,1359,returns,1
CALL_0137,30651ab09851d781b764fb14d0472927531632f8058785f8f3bc4721eadfd9a9,E,2025-09-01T14:07:51.470748,792,billing,1
CALL_0138,10b3ea0cc787bf4a78e490371b82afd55b51e96b4ac7cb565e0d786f81d386f5,E,2025-09-12T08:06:51.470748,607,orders,1
CALL_0139,f7057dd7031bf1ad2b7a71659f5093572cf6ffec76ce34e97ce8cb570f2eb698,D,2025-09-12T06:11:51.470748,835,tech_support,1
CALL_0140,007038d25eef9d19fab06393c72d5fe83cad938f7d1c053d8e342e3c198133a0,C,2025-08-22T19:31:51.470748,1361,billing,1
CALL_0141,e8b5b8ca9417276a39f23f71ac181c179b1280c1bd4dedfa20d90bc42563dd87,D,2025-08-18T22:39:51.470748,788,tech_support,1
CALL_0142,02be141615e0293cd0bad596ed16e8e0e8db47c90def2e3d855268f9ef5620ac,E,2025-09-12T08:53:51.470748,167,billing,1
CALL_0143,67931f3ab4af9f52e27cd86dcfc84fdd3d84da540359abb5b116b8ecf3ac9cae,A,2025-08-29T14:05:51.470748,1013,other,1
CALL_0144,45e658fdd9c9dc514716b0b0caa5f03258d7ac3664487917b8f26d49e4cb2cb4,B,2025-08-18T17:02:51.470748,155,orders,1
CALL_0145,b772940a8fc8039df48d7f7c01564865f1b30913293907c62a2a5b808027a568,C,2025-08-20T01:36:51.470748,790,orders,1
CALL_0146,2c3ee04d7d711f05bf51dae9323ff6eadfe41979a38b1a2a8d2d94a63813a028,D,2025-09-14T08:41:51.470748,310,orders,1
CALL_0147,8d8f230712945fd42f56506e93d26faee465bd243f409a388cabaafcc156713b,C,2025-09-07T22:36:51.470748,122,tech_support,1
CALL_0148,491356ee00ecf36ef42e90c2c7b54a777a597aeed23de9446592520e7377b67b,C,2025-08-30T15:50:51.470748,1519,returns,1
CALL_0149,3e8e93e9822825fda8e6c7e6a82ca9b27790d4c84eeed79e6eb79d7760c6ea53,E,2025-09-12T07:51:51.470748,1566,other,1
CALL_0150,91bc9c2e59b5401ac35db5980aaa0171c5695f50767b3b5362378bef8ab5d479,B,2025-09-14T12:50:51.470748,1131,tech_support,1
CALL_0151,220c6b98a27fe959c0ca19af8f9c712df1c7316d3adee4d6d49e8f3fcb677754,B,2025-08-23T00:10:51.470748,76,billing,1
CALL_0152,13d1e95b2529d2363692203b3149bcd5102fbfe285b3a265847e1f9dbb382281,C,2025-08-29T02:24:51.470748,77,other,1
CALL_0153,a5adfb10fd851c94c9c00304a56d87c88cefa22290246a46ec45caaf8bc8ad07,B,2025-08-25T03:30:51.470748,37,billing,1
CALL_0154,187425386e2ef7888d08f247390bae48bb7f8cedda99f7593f0765c77b856a01,E,2025-08-31T03:17:51.470748,748,tech_support,1
CALL_0155,7a5b56f30fcdc6aaac8f92ac552ca348b1d46ec3c99cc99901910449a664f840,B,2025-08-27T08:30:51.470748,695,orders,1
CALL_0156,297d2e92c69378fdd4d2dcbb7e04844917c0d0c52ed6be463ce1fe62f51de837,C,2025-08-28T05:52:51.470748,948,orders,1
CALL_0157,41333a167f9571d8a40de7ba43b29fd63523e47294bb3e1bc05a04796df50584,B,2025-09-12T19:23:51.470748,835,orders,1
CALL_0158,71534a7e31083475f65ecf2144aac548840d6333dfaaee8535d3692418f66019,A,2025-09-11T11:20:51.470748,514,returns,1
CALL_0159,305e48e31b793a441166833a77d4a98424644249a79d40e1cc794a06fd65a2ff,A,2025-09-05T12:08:51.470748,115,tech_support,1
CALL_0160,b5125d513d5e6da900334f946f3d3cd892f919bab8073f569752121dde746ae2,A,2025-08-18T05:18:51.470748,1265,billing,1
CALL_0161,c2c8da7072eacca6a8744f82617e15a920cb7e9b6cab5b4304915b4fd8d5fbdd,A,2025-09-03T06:56:51.470748,257,tech_support,1
CALL_0162,ea7b1a96532e0d3cb9d0796dcebc617d037ead6d0c5c64f88e33fd240c1df131,A,2025-08-31T21:17:51.470748,624,tech_support,0
CALL_0163,b30ba8da98e4321e5a526fe74a745b94c9006ebf771c2f0b461f97d9a039c7ac,D,2025-09-08T16:51:51.470748,1496,orders,1
CALL_0164,c453274ce20c9ee68d3244ddbe0c35e3408e2830b9c940728c3781ed6627186c,A,2025-09-03T16:07:51.470748,306,returns,1
CALL_0165,1a0832f713127f657cf36010a90e70599f138232e2259f14e8d20571961630b2,C,2025-08-23T01:51:51.470748,1660,billing,0
CALL_0166,ad26946ca83ca614f46eb4fc232550deea7ce3c43feeaf0723550fbdd64c618b,E,2025-08-23T05:09:51.470748,949,tech_support,1
CALL_0167,284d1641c2cb472a880502223de1bd7e915e9a172fa7dba0fcee489a2dca6fff,D,2025-08-31T05:52:51.470748,675,billing,1
CALL_0168,0d75aa1ee9fdb17b42d52bb8a18562ea597994752c59ceb9c867299d8cc69ac1,C,2025-09-11T08:10:51.470748,223,orders,1
CALL_0169,dcc2254357e0b568b02e7f6702d1dd8af34f49da1790c28f7a78c5ac439ede75,B,2025-08-31T11:42:51.470748,1353,other,0
CALL_0170,ae968b77421b996c359cb4c7fe98fc6339bbf4191fa7dc104579ba8373894a19,D,2025-09-03T01:08:51.470748,753,billing,1
CALL_0171,e06b306f7df79486411f0b38f7ce52579fb2297efdcb11d94a39bfb2da8c804c,A,2025-09-11T20:13:51.470748,588,billing,1
CALL_0172,8fe09f4dda12a6b6461c4eb3c7e8a32c2a866c608d892590090a8c1dea76c72e,E,2025-08-17T01:19:51.470748,168,returns,1
CALL_0173,4d5973d7837e9f7db87fd3a7769cba2ba771512f471b5d6719433f1534fe1a77,C,2025-08-29T16:50:51.470748,931,tech_support,1
CALL_0174,52948e97d4552a932e197735121923644cfbc08d36eaf4e12f457f73b687f41c,B,2025-08-17T06:21:51.470748,927,other,1
CALL_0175,463b8a8297e9c77c2e65e61be2b6d569b78bb744721fe7f5fcc6384fe6bf079c,E,2025-08-29T01:38:51.470748,806,orders,1
CALL_0176,a28b1846d0867fbd870cac47bed39c75aaea63f4404ad29e26720e68c5a7e123,C,2025-09-04T08:15:51.470748,1148,billing,1
CALL_0177,159a680ca89c8beea65250a068ee0c88efec7e1dff1b9b3242e9bd176866e473,D,2025-09-14T12:51:51.470748,363,other,1
CALL_0178,6df6644396d744ef4ea0545360de6827f5f503cde3908f29cd56630c17980fb1,C,2025-08-19T08:58:51.470748,617,orders,1
CALL_0179,d3f5b736330a51bcd269814f7806058255437d6f719e278daf9abb5d4a48020c,A,2025-08-19T11:37:51.470748,1373,returns,1
CALL_0180,8881247596abbcb2d66b364e5c25c6765df3a02929e4d23c1b252c3f7d5ded07,C,2025-09-13T18:34:51.470748,1282,returns,0
CALL_0181,c4ee69a5b92145eeb94630fbde9a775f001ea87a15dc37e2c79aec739bf3a393,E,2025-08-29T02:44:51.470748,1432,tech_support,1
CALL_0182,3b21ba337af4e829ae11352ed4b3094fb6589120e21ae45653f3cbf70bd2ae44,E,2025-08-27T20:11:51.470748,118,tech_support,1
CALL_0183,226f37465a5376d1d6a25366d09873c54477a91a55babcf40e864bed4214229a,C,2025-08-21T03:26:51.470748,451,billing,1
CALL_0184,7c955cec7c63f19411c934944a305ef698ca5ae1c16d373ebcbba150a12d1cb4,A,2025-08-28T23:38:51.470748,174,billing,1
